Compound,Date,Negative,Neutral,Positive,Text,Tweets Ago,User
0.3802,Wed May 16 22:56:24 +0000 2018,0.89,0.0,0.11,"When @MurphyBrownCBS returns to the news world, things sure won't be what they used to be! The revival of the groun… https://t.co/jJcgyqyDxL",29,@CBS
0.34,Wed May 16 22:56:23 +0000 2018,0.888,0.0,0.112,"When decorated former Navy SEAL Thomas Magnum returns home to Hawaii, he embarks on a new mission: solving cases in… https://t.co/6n2MWY3c2f",30,@CBS
0.5859,Wed May 16 22:56:23 +0000 2018,0.826,0.0,0.174,The ordinary turns extraordinary for this suburban couple when an exuberant young pop star unexpectedly moves in wi… https://t.co/9xaAUSm5nm,31,@CBS
0.8398,Wed May 16 22:56:23 +0000 2018,0.6,0.0,0.4,An outspoken atheist's life takes a surprising turn when he accepts a social media friend request from God! Watch w… https://t.co/EbVbL0SNDk,32,@CBS
-0.4588,Wed May 16 22:56:23 +0000 2018,0.577,0.26,0.163,"When danger threatens the nation, these elite agents risk their lives to keep it safe. Join them on the case when n… https://t.co/LuSY0jXBf9",33,@CBS
0.0,Wed May 16 22:56:22 +0000 2018,1.0,0.0,0.0,Meet the new shows coming to CBS this fall!,34,@CBS
0.7777,Wed May 16 21:46:07 +0000 2018,0.764,0.0,0.236,So much TV to love! ❤️ Be sure to follow the shows of the CBS 2018-2019 primetime lineup and stay up-to-date on the… https://t.co/lQwGtznj5i,35,@CBS
0.296,Wed May 16 18:05:27 +0000 2018,0.905,0.0,0.095,"Every mission leaves its mark. Join us in the final mission to avenge Echo Team's deaths, tonight at 9/8c during th… https://t.co/SlfprTVDgD",36,@CBS
0.6369,Wed May 16 13:52:57 +0000 2018,0.766,0.0,0.234,"Get ready for three new comedies, five new dramas and the return of the critically acclaimed @MurphyBrownCBS. Here'… https://t.co/alHwUTRFKh",37,@CBS
0.46,Wed May 16 13:24:14 +0000 2018,0.857,0.0,0.143,"RT @happytogether: When an international pop star moves into your house, life gets a little more interesting! @wayansjr, @AmberoniStevens a…",38,@CBS
0.8122,Wed May 16 13:23:26 +0000 2018,0.67,0.0,0.33,"RT @TheNeighborhood: You can’t pick your neighbors, but Calvin sure wishes he could! @CedEntertainer stars in the new comedy #TheNeighborho…",39,@CBS
-0.2057,Tue May 15 20:16:38 +0000 2018,0.821,0.109,0.07,Tonight's the night - Agent Dwayne Pride's fate will be revealed. Don't miss the special two-hour season finale of… https://t.co/52amkSiNcA,40,@CBS
0.4199,Mon May 14 20:59:11 +0000 2018,0.859,0.0,0.141,"Donuts down, hands up! Get ready for a dramatic turn on the finale of @SuperiorDonuts TONIGHT at 9/8c. 🍩https://t.co/f5VSqOlRYu",41,@CBS
0.0,Mon May 14 18:17:23 +0000 2018,1.0,0.0,0.0,"RT @MagnumPICBS: Thomas Magnum is back on the case! @jay_hernandez stars in #MagnumPI, coming to #CBS. https://t.co/R1aURqMawD",42,@CBS
0.4939,Mon May 14 18:16:12 +0000 2018,0.856,0.0,0.144,"RT @GodFriendedMe: You never know who's going to send you a friend request. #GodFriendedMe, the new drama series starring @hall_m_brandon a…",43,@CBS
-0.3612,Mon May 14 18:15:36 +0000 2018,0.878,0.122,0.0,RT @TheRedLineCBS: Three Chicago families’ lives converge in the wake of a mistaken shooting. From acclaimed producers @ava and @GBerlanti…,44,@CBS
0.6476,Mon May 14 18:15:08 +0000 2018,0.674,0.082,0.243,"RT @FamCBS: No family is perfect, especially this #FAM! @ninadobrev, @toneBell and @odessaadlon star in the new #CBS comedy #FAM. https://t…",45,@CBS
0.9081,Mon May 14 18:14:46 +0000 2018,0.592,0.0,0.408,"RT @TheCodeCBS: Their code is honor, courage and commitment. They pursue military justice at home and abroad. #TheCode coming to #CBS. http…",46,@CBS
-0.762,Mon May 14 18:14:22 +0000 2018,0.586,0.303,0.111,RT @FBICBS: Meet the FBI agents who are investigating the most dangerous cases threatening our nation. From Emmy Winner Dick Wolf and the t…,47,@CBS
0.3612,Mon May 14 18:13:58 +0000 2018,0.8,0.0,0.2,RT @MurphyBrownCBS: The ground-breaking comedy returns. #MurphyBrown coming to #CBS. https://t.co/di8GXoVPjh,48,@CBS
0.0,Mon May 14 14:42:00 +0000 2018,0.696,0.152,0.152,RT @StrangeAngel: Play with fire. 🔥 #StrangeAngel launches June 14 on #CBSAllAccess. https://t.co/xiFSkVz1vB https://t.co/Aw3kGeHyj4,49,@CBS
0.7351,Sun May 13 13:16:14 +0000 2018,0.721,0.0,0.279,"Happy #MothersDay to the moms who comfort us, understand us, and keep us centered. We ❤️ you. https://t.co/4YDmZrTGIC",50,@CBS
0.7245,Fri May 11 23:00:40 +0000 2018,0.748,0.0,0.252,The more the merrier! CBS has ordered five more shows that just might become your new favorites next season:… https://t.co/2g5OSj2xPu,51,@CBS
0.128,Fri May 11 20:55:08 +0000 2018,0.791,0.09,0.119,Thinking about the @BlueBloods_CBS season finale like… Don’t miss the surprising reveal TONIGHT at 10/9c. https://t.co/8ExkPFpnFj,52,@CBS
0.7263,Thu May 10 23:11:17 +0000 2018,0.747,0.0,0.253,"Double the @MomCBS, double the fun! Anyone else feel like they hit the jackpot with the back-to-back Season Finale… https://t.co/ebq8WJLKGf",53,@CBS
-0.0772,Thu May 10 19:24:10 +0000 2018,0.847,0.085,0.069,"2 suitors, 1 Meemaw and 1 Sheldon. You won’t want to miss the season finale of @YoungSheldon tonight at 8:30/7:30c. https://t.co/Hht2yRE7ly",54,@CBS
0.4753,Thu May 10 18:03:26 +0000 2018,0.819,0.0,0.181,Broadway's Biggest Night is around the corner! Who are you hoping to see? #TonyAwards2018 ✨ https://t.co/KLT8QCxWcK,55,@CBS
0.3182,Thu May 10 15:30:40 +0000 2018,0.892,0.0,0.108,"The big day is finally here, and you’re invited. 👰 Make sure to tune in to the @bigbangtheory’s star-studded #ShAmy… https://t.co/la9E6tvQ5b",56,@CBS
0.8176,Wed May 09 21:35:00 +0000 2018,0.667,0.0,0.333,"Before the #ShAmy wedding tomorrow, the @bigbangtheory stars &amp; special guests play a game of ""yay or nay"" with thes… https://t.co/ZpCM16qOyT",57,@CBS
0.8395,Wed May 09 19:36:24 +0000 2018,0.609,0.0,0.391,Get ready for more laughs! Learn more about the two new comedies coming to CBS: https://t.co/cpT3fd2RH5 https://t.co/NGrcp803zW,58,@CBS
-0.4599,Tue May 08 22:26:55 +0000 2018,0.8,0.2,0.0,"Goodbyes are never easy.  After 15 seasons, don’t miss Abby’s final episode of @NCIS_CBS tonight at 8/7c.  https://t.co/GTGj2YRJA1",59,@CBS
0.4574,Tue May 08 19:55:32 +0000 2018,0.85,0.0,0.15,Will you be watching the @BullCBS Season 2 Finale tonight at 9/8c? RT if your answer is yes! https://t.co/OxnyEDVsKj,60,@CBS
0.34,Tue May 08 17:18:20 +0000 2018,0.725,0.092,0.183,RT @thegoodfight: Listening to #QueenBaranski read fan tweets is like poetry. 😍 Warning: this video will give you ALL the feels. ☺️❤️ #TheG…,61,@CBS
0.0,Mon May 07 17:50:20 +0000 2018,1.0,0.0,0.0,"RT @KevinCanWaitCBS: Season 2 of #KevinCanWait comes to a close tonight, and @KevinJames and @LeahRemini have A LOT to say about it. https:…",62,@CBS
0.5093,Fri May 04 21:00:00 +0000 2018,0.87,0.0,0.13,Spend your Friday night with this dynamic duo! Tune in to the season finale of @MacGyverCBS at 8/7c on CBS and CBS… https://t.co/AfWUVo4GSu,63,@CBS
0.6996,Fri May 04 18:42:12 +0000 2018,0.775,0.0,0.225,RT @undercover_cbs: Get ready for the series premiere of #CelebrityBoss in just seven days! How would you react if your favorite celebrity…,64,@CBS
0.5562,Fri May 04 14:48:42 +0000 2018,0.736,0.0,0.264,The force is strong on the set of @bigbangtheory! #MayThe4thBeWithYou https://t.co/uYyXKtuVCM,65,@CBS
0.0,Wed May 02 19:04:01 +0000 2018,1.0,0.0,0.0,RT @thegoodfight: The fight's not over yet. #TheGoodFight is renewed for Season 3. https://t.co/gUrDeA5KQP,66,@CBS
0.0,Tue May 01 23:10:50 +0000 2018,1.0,0.0,0.0,RT @TKOCBS: Both @hwventure and @janemun have been named Executive Producers and showrunners of #TKO: TOTAL KNOCK OUT! Learn more about the…,67,@CBS
0.0,Tue May 01 17:58:51 +0000 2018,1.0,0.0,0.0,"RT @StrangeAngel: Sex. Magick. Rocket Science. #StrangeAngel launches June 14, only on CBS All Access. https://t.co/I3sqWMASxl https://t.co…",68,@CBS
0.8268,Tue May 01 15:16:28 +0000 2018,0.701,0.0,0.299,"Broadway's Biggest Night will honor the best in theatre on Sunday, June 10! Here are the nominees for the… https://t.co/tCiNaLGIvq",69,@CBS
0.8777,Mon Apr 30 22:54:18 +0000 2018,0.627,0.0,0.373,We congratulate all of our CBS #DaytimeEmmy Award winners! Check out the stars who joined @TheTalkCBS hosts to cele… https://t.co/JfUFINmYGH,70,@CBS
0.0,Mon Apr 30 13:28:01 +0000 2018,1.0,0.0,0.0,RT @KevinJames: Getting the band back together @AdamSandler @chrisrock @MikeDelguidice1 @KevinCanWaitCBS #KevinCanWait https://t.co/Mo5EWck…,71,@CBS
0.3818,Mon Apr 30 02:22:08 +0000 2018,0.86,0.0,0.14,See all of the stunning fashion looks from the @CBSDaytime stars on the #DaytimeEmmys red carpet:… https://t.co/iJN1ssGPvZ,72,@CBS
0.8356,Sun Apr 29 15:30:00 +0000 2018,0.67,0.0,0.33,The 45th annual #DaytimeEmmys are here! Congratulations to all of the wonderful @CBSDaytime stars and shows nominat… https://t.co/xZhDSYnxL6,73,@CBS
0.0,Thu Apr 26 23:40:24 +0000 2018,1.0,0.0,0.0,These stars are going undercover for #CelebrityBoss! Find out more about Celebrity @undercover_cbs premiering May 1… https://t.co/Deyn76ADT9,74,@CBS
0.75,Wed Apr 25 21:48:49 +0000 2018,0.687,0.0,0.313,"New courage. New hope. New season. 

Season 3 of @CodeBlackCBS premieres TONIGHT at 10/9c on CBS! https://t.co/rR8xUCKlzI",75,@CBS
0.5719,Wed Apr 25 18:09:50 +0000 2018,0.837,0.0,0.163,Celebrate #DNADay by letting your forensic flag fly and revisit some classic episodes of @CSI_CBS on CBS All Access… https://t.co/YCbHDK2r4b,76,@CBS
0.6239,Wed Apr 25 16:55:33 +0000 2018,0.779,0.0,0.221,"Get ready for big reveals, dramatic conclusions, and huge guest stars! Find out more about the 2017-2018 season fin… https://t.co/xcBChnjEvH",77,@CBS
0.6696,Mon Apr 23 21:03:22 +0000 2018,0.756,0.0,0.244,Who’s ready to see these moves? 🕺 Tune in to the @latelateshow’s Carpool Karaoke Primetime Special TONIGHT at 10/9c! https://t.co/gjrURqXaPN,78,@CBS
0.4019,Sun Apr 22 16:00:03 +0000 2018,0.863,0.0,0.137,"The 53rd #ACMawards turned into one big party when @KeithUrban and @juliamichaels performed their upbeat single ""Co… https://t.co/Q3Zj3EzuNs",79,@CBS
-0.4019,Fri Apr 20 22:00:01 +0000 2018,0.895,0.105,0.0,A blind date was all it took. Learn more about Meghan Markle and her road to royalty from the people who know her b… https://t.co/fEAMUblPQ4,80,@CBS
0.0,Fri Apr 20 17:34:37 +0000 2018,1.0,0.0,0.0,RT @carrieunderwood: ICYMI! Watch Carrie’s performance of #CryPretty from the #ACMawards below! -TeamCU https://t.co/T9I3ko2xFu,81,@CBS
0.0,Thu Apr 19 20:00:00 +0000 2018,1.0,0.0,0.0,There's a new addition to the cast of the upcoming revival of Murphy Brown!  Learn more about Tyne Daly's character… https://t.co/ijSXSLyDaR,82,@CBS
0.4877,Thu Apr 19 19:00:02 +0000 2018,0.826,0.0,0.174,"Country superstar @LukeBryanOnline delivers his moving anthem ""Most People Are Good"" at the 53rd #ACMawards:… https://t.co/GhhAsEDqmq",83,@CBS
0.4939,Thu Apr 19 17:08:44 +0000 2018,0.868,0.0,0.132,"Coming to CBS All Access June 14, #StrangeAngel is inspired by the real life story of Jack Parsons and explores the… https://t.co/IsPrXRNXye",84,@CBS
0.4199,Wed Apr 18 21:00:01 +0000 2018,0.859,0.0,0.141,When you realize there are TWO episodes of @CrimMinds_CBS tonight! 👏 Who’s ready for the double-episode season fina… https://t.co/CWVAHHeIGr,85,@CBS
0.7688,Wed Apr 18 18:57:45 +0000 2018,0.706,0.0,0.294,Giving you even more reasons to celebrate! 🎉 See which CBS series are back for another year: https://t.co/O2LI0eJXTA https://t.co/H436kL1jSK,86,@CBS
0.5994,Wed Apr 18 17:00:03 +0000 2018,0.804,0.0,0.196,"Watch country star @blakeshelton belt out his beautiful ballad ""I Lived It"" at the 53rd #AMCawards:… https://t.co/w0WRmpQ6fk",87,@CBS
0.0903,Wed Apr 18 15:14:39 +0000 2018,0.736,0.125,0.14,RT @joshgroban: I AM SO HAPPY I COULD CRY BUT ITS MIDNIGHT IN JAPAN SO I WILL SLEEP BUT ‼️‼️‼️‼️👫🏆🎭😭🔜 #TonyAwards2018 https://t.co/NLss47K6…,88,@CBS
0.0,Wed Apr 18 15:10:34 +0000 2018,1.0,0.0,0.0,Broadway stars @SaraBareilles and @joshgroban will host @TheTonyAwards on June 10! Hear how these multi-talented ar… https://t.co/jy52FKd7t0,89,@CBS
0.0,Tue Apr 17 00:26:33 +0000 2018,1.0,0.0,0.0,Can you believe it’s been 11 years since @taylorswift13’s first-ever performance at the #ACMawards?! Look back at t… https://t.co/QHSPuJLLFb,90,@CBS
0.0,Mon Apr 16 23:00:02 +0000 2018,1.0,0.0,0.0,Waiting for the @ScorpionCBS season finale to start like… Tune in at 10/9c! https://t.co/peoDXtO707,91,@CBS
0.0,Mon Apr 16 17:00:04 +0000 2018,1.0,0.0,0.0,Cast your vote! #ACMawards https://t.co/57ZN5gr6Y1,92,@CBS
0.2714,Mon Apr 16 16:02:49 +0000 2018,0.806,0.071,0.123,RT @CBSTweet: #CBSRatingsNews: #ACMawards Dominate on #CBS.  Over 12 million Total Viewers.  +11% year to year increase!  Biggest audience…,93,@CBS
-0.296,Mon Apr 16 15:00:02 +0000 2018,0.833,0.167,0.0,"In case you missed it, watch the entire #ACMawards now: https://t.co/P3pgMJE2oh https://t.co/OOG2R0Mb4J",94,@CBS
0.5719,Mon Apr 16 06:11:41 +0000 2018,0.821,0.0,0.179,Relive a night of all-star country music performances and epic wins at the #ACMawards. Stream the entire show:… https://t.co/iA3SMVIhpA,95,@CBS
0.765,Mon Apr 16 06:00:00 +0000 2018,0.708,0.0,0.292,Multiple ACM Award Winners @KeithUrban and @carrieunderwood just added one more trophy to their collection with the… https://t.co/rMGCzOeJQK,96,@CBS
0.0,Mon Apr 16 05:55:00 +0000 2018,1.0,0.0,0.0,That's a wrap for the 53rd #ACMawards! 🎬 https://t.co/jM0HKud3d6,97,@CBS
0.0,Mon Apr 16 05:30:00 +0000 2018,1.0,0.0,0.0,"To all of tonight's nominees, we tip our hats to you! 🤠 #ACMawards https://t.co/eytEezfIgS",98,@CBS
0.636,Mon Apr 16 05:00:00 +0000 2018,0.682,0.0,0.318,Retweet if you think @carrieunderwood looks beautiful tonight! #ACMawards https://t.co/sqefiLBcXd,99,@CBS
0.128,Mon Apr 16 05:00:00 +0000 2018,0.776,0.1,0.123,"In case you missed any, here's a rundown of all the performers from Country Music's Party of the Year®:… https://t.co/KtRKXkUpmI",100,@CBS
0.0,Wed Jun 06 03:56:46 +0000 2018,1.0,0.0,0.0,RT @CuomoPrimeTime: Former White House Communications Director Anthony @Scaramucci says “someone had it out” for former WH communications a…,1,@CNN
0.0,Wed Jun 06 03:56:27 +0000 2018,1.0,0.0,0.0,What Kate Spade modeled for young women -- and their moms | By Hilary George-Parkin via @CNNOpinion… https://t.co/CzZpVjz91V,2,@CNN
0.6705,Wed Jun 06 03:47:26 +0000 2018,0.776,0.0,0.224,"Henry Winkler, known for playing Arthur ""Fonzie"" Fonzarelli in ""Happy Days,"" tweeted that he was one of the many Ca… https://t.co/URwzEtzAA0",3,@CNN
-0.4939,Wed Jun 06 03:43:56 +0000 2018,0.833,0.167,0.0,"A stolen armored personnel carrier led police on a two-hour chase through Virginia on Tuesday night.

Police pursue… https://t.co/HpBfvHrX3h",4,@CNN
0.0,Wed Jun 06 03:40:49 +0000 2018,1.0,0.0,0.0,California gubernatorial candidate Antonio Villaraigosa is calling on the Los Angeles County Registrar-Recorder to… https://t.co/FE6u4sBfE5,5,@CNN
0.0,Wed Jun 06 03:30:35 +0000 2018,1.0,0.0,0.0,"Republican Rep. Martha Roby, the Alabama congresswoman who un-endorsed Donald Trump in 2016 when the ""Access Hollyw… https://t.co/novr070USw",6,@CNN
0.5574,Wed Jun 06 03:23:19 +0000 2018,0.825,0.0,0.175,The Democratic Congressional Campaign Committee got a series of positive results tonight when all four of their top… https://t.co/x4MgccdOEY,7,@CNN
-0.4927,Wed Jun 06 03:14:28 +0000 2018,0.862,0.138,0.0,"RT @CNNTonight: ""It's extremely frustrating as a veteran ... to serve your country, especially overseas though, and come back to such a div…",8,@CNN
-0.4939,Wed Jun 06 03:14:16 +0000 2018,0.789,0.211,0.0,A stolen armored personnel carrier led police on a two-hour chase through Virginia https://t.co/adapbHpfj7 https://t.co/e4cTyKhNP6,9,@CNN
0.0,Wed Jun 06 03:11:12 +0000 2018,1.0,0.0,0.0,Democrats flip 42nd state legislative seat since President Trump took office https://t.co/XfrMn3fdSi https://t.co/VXXLOwVNzB,10,@CNN
-0.296,Wed Jun 06 03:07:04 +0000 2018,0.855,0.145,0.0,"Cricket Australia Chief Executive James Sutherland has announced his resignation, following a ball-tampering scanda… https://t.co/FWJ834vD0E",11,@CNN
0.0,Wed Jun 06 03:00:53 +0000 2018,1.0,0.0,0.0,Polls are now closed in all eight states and all eyes are on California. Follow along for the latest updates:… https://t.co/IoX3Mof86j,12,@CNN
-0.0772,Wed Jun 06 02:58:37 +0000 2018,0.711,0.152,0.137,Alabama congresswoman who dropped support for Donald Trump in 2016 is forced into a runoff https://t.co/Q1gNJlzUtw https://t.co/KEIHxJXEbw,13,@CNN
0.6486,Wed Jun 06 02:53:57 +0000 2018,0.762,0.0,0.238,"Facebook says it has a deal to share user data with Huawei, a Chinese smartphone maker that US intelligence agencie… https://t.co/G1WnmsCG2Y",14,@CNN
0.4404,Wed Jun 06 02:49:55 +0000 2018,0.83,0.0,0.17,The European Union's top court has ruled that same-sex couples are entitled to the same residency rights as other m… https://t.co/86ENIlwFk2,15,@CNN
0.5267,Wed Jun 06 02:47:44 +0000 2018,0.827,0.0,0.173,"RT @CNNTonight: ""What happened to the press corps?"" - @DonLemon
""Many of the people in that room want to be friends with these administrati…",16,@CNN
0.0,Wed Jun 06 02:46:35 +0000 2018,1.0,0.0,0.0,Giant donuts and a shoe you can walk into: Here's a look at California's strangest buildings… https://t.co/fPm1ztGtGh,17,@CNN
0.7213,Wed Jun 06 02:40:51 +0000 2018,0.635,0.07,0.295,"""She could make me laugh so hard. I still can't believe it."" Actor David Spade shared a warm Christmas memory in a… https://t.co/Df3LGnCPp1",18,@CNN
-0.4019,Wed Jun 06 02:30:42 +0000 2018,0.87,0.13,0.0,So how big a deal is the L.A. County printing error? | Analysis by CNN's Chris Cillizza and Harry Enten… https://t.co/mdkJ1iV7LC,19,@CNN
0.0,Wed Jun 06 02:14:03 +0000 2018,1.0,0.0,0.0,"Eight states are holding primary elections today, making it the biggest primary night of 2018 so far… https://t.co/SwgSLJWKrp",20,@CNN
0.0258,Wed Jun 06 02:12:03 +0000 2018,0.824,0.086,0.09,"“People who look like me have put blood in the ground, and put martyrs in the dirt for this country, to have it be… https://t.co/RbCQ94enry",21,@CNN
0.5574,Wed Jun 06 01:54:35 +0000 2018,0.735,0.0,0.265,How a positive statement made millions for this T-shirt company https://t.co/k9Po6IMQHK https://t.co/FrAa4pjrnt,22,@CNN
0.8555,Wed Jun 06 01:40:15 +0000 2018,0.669,0.0,0.331,.@ChrisCuomo on NFL anthem controversy: “Unconditional love for this country is expressed in our freedom and our re… https://t.co/9zW9YIPDKc,23,@CNN
0.0,Wed Jun 06 01:37:21 +0000 2018,1.0,0.0,0.0,"RT @CuomoPrimeTime: “You’re a New Yorker, and I’m a New Yorker and sometimes we are prone to a little embellishment and hyperbole” 

Former…",24,@CNN
0.0,Wed Jun 06 01:36:03 +0000 2018,1.0,0.0,0.0,Elon Musk tells shareholders Tesla won't run out of cash any time soon https://t.co/mCc4JYSyDr https://t.co/agkuotPQ12,25,@CNN
0.0,Wed Jun 06 01:34:29 +0000 2018,1.0,0.0,0.0,.@ChrisCuomo: “The President is invited to come on this show anytime he wants. It's an open offer”… https://t.co/jWE0PRlP9x,26,@CNN
-0.4019,Wed Jun 06 01:30:46 +0000 2018,0.876,0.124,0.0,"A random printing error left more than 118,000 California voters off rosters in Los Angeles County in the midst of… https://t.co/s7k9b5MSP6",27,@CNN
-0.4939,Wed Jun 06 01:23:16 +0000 2018,0.862,0.138,0.0,"""It wasn't my finest hour."" Former President Bill Clinton says he was mad at himself over his recent comments about… https://t.co/meUOhDuixp",28,@CNN
-0.6249,Wed Jun 06 01:15:43 +0000 2018,0.769,0.231,0.0,"As Republicans prepare to marshal all available resources for what is expected to be a difficult midterm battle, Wh… https://t.co/2E6XYpwppU",29,@CNN
0.0,Wed Jun 06 00:59:30 +0000 2018,1.0,0.0,0.0,"Steamboat Geyser in Yellowstone National Park is erupting unusually often. One June 4, the geyser had its eighth er… https://t.co/SOKNdYRH53",30,@CNN
-0.4019,Wed Jun 06 00:47:14 +0000 2018,0.828,0.172,0.0,Paul Manafort could be in big trouble | By Paul Callan via @CNNOpinion https://t.co/uSG5WQVf5m https://t.co/kxq7dM9wzf,31,@CNN
0.0,Wed Jun 06 00:43:28 +0000 2018,1.0,0.0,0.0,"RT @CuomoPrimeTime: Coming up: Former White House Communications Director Anthony @Scaramucci joins @ChrisCuomo on #CuomoPrimeTime, 9p, ET…",32,@CNN
0.5267,Wed Jun 06 00:43:22 +0000 2018,0.841,0.0,0.159,Attorney General Jeff Sessions and the Justice Department have taken a lead role in announcing and defending the Tr… https://t.co/KJUa0pEQHe,33,@CNN
0.5994,Wed Jun 06 00:40:24 +0000 2018,0.803,0.0,0.197,RT @AC360: “Trump relishes this reality-like TV world that he lives in all by himself… he is an emotional and intellectual lilliputian.”…,34,@CNN
0.0,Wed Jun 06 00:38:24 +0000 2018,1.0,0.0,0.0,State Department spokeswoman Heather Nauert cited the D-Day invasion during an answer about the current state of US… https://t.co/e00nFoaH4f,35,@CNN
0.0,Wed Jun 06 00:37:12 +0000 2018,1.0,0.0,0.0,Here are some key events in the talks between the Trump and Mueller teams https://t.co/s9psjAaVGj https://t.co/rLZruhOViE,36,@CNN
-0.6369,Wed Jun 06 00:30:41 +0000 2018,0.648,0.273,0.079,"Seattle just passed a controversial ""Amazon tax"" to alleviate the city's housing crisis, and now there's considerat… https://t.co/eDt2hA0CAw",37,@CNN
0.128,Wed Jun 06 00:24:43 +0000 2018,0.809,0.085,0.106,"Anderson Cooper: When it comes to the Eagles and political stunts, it sounds like the White House doth protest too… https://t.co/eEtXC5piUT",38,@CNN
-0.296,Wed Jun 06 00:16:04 +0000 2018,0.891,0.109,0.0,The former head of USA Gymnastics exercised his Fifth Amendment right to avoid self-incrimination and declined to t… https://t.co/8ttEooSDrY,39,@CNN
0.0,Wed Jun 06 00:11:04 +0000 2018,1.0,0.0,0.0,"On Wednesday, President Donald Trump's White House will host its first iftar, the sundown meal that breaks fasts du… https://t.co/FK5wcKuLZx",40,@CNN
0.2732,Wed Jun 06 00:09:07 +0000 2018,0.87,0.0,0.13,".@JohnKingCNN explains the significance of California's ""Jungle Primary"" and the impact it could have… https://t.co/O20261Iee7",41,@CNN
0.3182,Wed Jun 06 00:06:08 +0000 2018,0.829,0.0,0.171,Republican senators say they have received commitments from President Donald Trump and his top lieutenants that Con… https://t.co/ijAUGNdsEG,42,@CNN
0.3182,Wed Jun 06 00:01:06 +0000 2018,0.892,0.0,0.108,"National Park Service acting director Paul Daniel Smith apologized to employees in an email for behaving ""in an ina… https://t.co/LUf7aGLVR7",43,@CNN
0.5106,Tue Jun 05 23:49:27 +0000 2018,0.823,0.0,0.177,"""I think that this is all a stunt, and I think that the President is playing the NFL like a fiddle, and these playe… https://t.co/UnYhb9xeTr",44,@CNN
0.2263,Tue Jun 05 23:46:01 +0000 2018,0.894,0.0,0.106,This Army soldier traveled from Iraq for his daughter’s graduation and surprised her at the rehearsal… https://t.co/A0K4B3Z06B,45,@CNN
-0.4767,Tue Jun 05 23:42:54 +0000 2018,0.866,0.134,0.0,"RT @CNNSitRoom: On the President continuing to attack Attorney General Jeff Sessions, @RepAdamSchiff says if he were one of Trump’s lawyers…",46,@CNN
-0.8316,Tue Jun 05 23:40:00 +0000 2018,0.698,0.302,0.0,A White House contractor wanted by police on an attempted first-degree murder charge was arrested as he came in to… https://t.co/kaYfR7pbzp,47,@CNN
0.0,Tue Jun 05 23:31:07 +0000 2018,1.0,0.0,0.0,"For the first time in at least 20 years, there are now more job openings than there are people looking for work, ac… https://t.co/CPRrBKuBNB",48,@CNN
0.0,Tue Jun 05 23:16:00 +0000 2018,1.0,0.0,0.0,This surveillance camera footage shows a tiny asteroid that NASA says disintegrated over southern Africa https://t.co/LvxGW3DO4C,49,@CNN
0.3182,Tue Jun 05 23:11:03 +0000 2018,0.901,0.0,0.099,"The original Gerber baby, Ann Turner Cook, met with Lucas Warren, the first child with Down syndrome named as the b… https://t.co/hjBMOApIsT",50,@CNN
