Compound,Date,Negative,Neutral,Positive,Text,Tweets Ago,User
0.5859,Tue Jun 05 23:06:49 +0000 2018,0.703,0.074,0.223,"Tyler Soloman wiped tears of joy off his face after his father, who'd been deployed overseas, surprised Tyler by sh… https://t.co/dZHUPa782l",51,@CNN
-0.3818,Tue Jun 05 23:01:07 +0000 2018,0.874,0.126,0.0,President Trump has unblocked the 7 plaintiffs who sued him and members of his administration for blocking them on… https://t.co/5AH11urc02,52,@CNN
-0.2263,Tue Jun 05 22:59:48 +0000 2018,0.905,0.095,0.0,White House communications aide Kelly Sadler was quietly let go nearly a month after making an insensitive remark a… https://t.co/dynu5Lciby,53,@CNN
0.0,Tue Jun 05 22:51:04 +0000 2018,1.0,0.0,0.0,Former FBI Deputy Director Andrew McCabe has requested immunity in exchange for testifying at an upcoming congressi… https://t.co/EeK45nooGd,54,@CNN
0.7351,Tue Jun 05 22:46:00 +0000 2018,0.677,0.0,0.323,This delivery man is being praised for taking a welcome mat's quirky instructions literally https://t.co/JTIKQxRdUs https://t.co/iD4F80ctIY,55,@CNN
-0.1027,Tue Jun 05 22:41:05 +0000 2018,0.931,0.069,0.0,It's hard to remember a time when Starbucks wasn't on every big-city corner and in every US suburban shopping cente… https://t.co/g2w4az5dt3,56,@CNN
0.0,Tue Jun 05 22:31:10 +0000 2018,1.0,0.0,0.0,"Iowa Republican Sen. Joni Ernst called EPA Administrator Scott Pruitt ""as swampy as you get"" https://t.co/M3QQOAYqgB https://t.co/IA0ep23Xu4",57,@CNN
-0.296,Tue Jun 05 22:24:10 +0000 2018,0.896,0.104,0.0,"“If there was no collusion, then why lie about what took place in Trump Tower?” Rep. Adam Schiff asks… https://t.co/afT6Ame3r6",58,@CNN
0.0,Tue Jun 05 22:21:10 +0000 2018,1.0,0.0,0.0,Women recount why their Kate Spade purse was more than a handbag https://t.co/pZqEb4ZZdz via @CNNStyle https://t.co/lpJ1uaNhoK,59,@CNN
0.2263,Tue Jun 05 22:15:48 +0000 2018,0.905,0.0,0.095,"How Apple, which is currently worth $945 billion and on track to become the first-ever trillion-dollar company, has… https://t.co/yXvihg6Udk",60,@CNN
-0.4588,Tue Jun 05 22:10:16 +0000 2018,0.777,0.16,0.063,"Former Illinois Gov. Rod Blagojevich is officially asking President Donald Trump to commute his prison sentence, fi… https://t.co/QLQ2UqbZJ9",61,@CNN
-0.1531,Tue Jun 05 22:02:51 +0000 2018,0.926,0.074,0.0,"""On a personal level, we can all follow the ethos of the Miss America competition, and make a conscious effort to s… https://t.co/noPAGo1Y4B",62,@CNN
-0.7906,Tue Jun 05 21:58:59 +0000 2018,0.68,0.32,0.0,RT @TheLeadCNN: @jaketapper .@jaketapper: The President lies about the Eagles protesting during the Anthem. The White House accuses them of…,63,@CNN
0.3182,Tue Jun 05 21:58:32 +0000 2018,0.777,0.078,0.145,The Teamsters and United Parcel Service could be heading toward the nation's largest strike in decades… https://t.co/9t3tiGX4M4,64,@CNN
0.128,Tue Jun 05 21:55:22 +0000 2018,0.795,0.092,0.113,RT @CNNSitRoom: Special counsel's office has accused former Trump campaign chairman Paul Manafort of attempting to get witnesses to lie for…,65,@CNN
-0.4767,Tue Jun 05 21:48:47 +0000 2018,0.717,0.186,0.097,"BREAKING: Kelly Sadler, the White House communications aide who joked about Sen. John McCain's brain cancer last mo… https://t.co/7WKDkEKgqB",66,@CNN
-0.6597,Tue Jun 05 21:41:03 +0000 2018,0.833,0.167,0.0,"In the days before he took his own life, Dwight Lamon Jones went on a killing spree, shooting six people in three A… https://t.co/OICpvUpbrw",67,@CNN
0.1027,Tue Jun 05 21:31:07 +0000 2018,0.705,0.135,0.16,An Auschwitz survivor warned the Italian Senate away from anti-immigrant actions https://t.co/TpLtXCQUDp https://t.co/xAA9EQ2Nsv,68,@CNN
0.0,Tue Jun 05 21:21:03 +0000 2018,1.0,0.0,0.0,More than 100 monuments and symbols have been removed from 22 states and DC since the Charleston church shooting --… https://t.co/rGHFGkbIMb,69,@CNN
0.0258,Tue Jun 05 21:17:11 +0000 2018,0.939,0.0,0.061,"""Red flag"" laws might have prevented some firearms-related suicides, a new study suggests.

These types of laws, wh… https://t.co/1q4IqXqr5Y",70,@CNN
0.4019,Tue Jun 05 21:06:07 +0000 2018,0.87,0.0,0.13,EPA administrator Scott Pruitt enlisted the help of an aide to inquire about the possibility of a business opportun… https://t.co/eEmKcDjMXU,71,@CNN
0.8271,Tue Jun 05 21:00:15 +0000 2018,0.558,0.0,0.442,Bill Gates is giving 2018 college grads his favorite new book for free https://t.co/dEWjdkmPRQ,72,@CNN
0.4404,Tue Jun 05 20:50:08 +0000 2018,0.728,0.08,0.192,"In 16 years, Social Security will have to cut benefits by 21% if lawmakers do nothing to cure the program's long-te… https://t.co/KyM3BYOCji",73,@CNN
0.0,Tue Jun 05 20:40:04 +0000 2018,1.0,0.0,0.0,Elon Musk is about to face scrutiny at Tesla's shareholder meeting https://t.co/QCXB5OE20a https://t.co/ORhe6WqD4x,74,@CNN
0.0,Tue Jun 05 20:31:05 +0000 2018,1.0,0.0,0.0,How much longer can the US economy keep rolling? https://t.co/t9yM5wI5zr,75,@CNN
0.4391,Tue Jun 05 20:20:05 +0000 2018,0.83,0.0,0.17,Today is the most important day of 2018 so far for Democrats' chances in the House | Analysis by Chris Cillizza… https://t.co/wrZsOVitcH,76,@CNN
0.4019,Tue Jun 05 20:10:11 +0000 2018,0.891,0.0,0.109,Polling in the last year has been split half and half on support for players in the NFL kneeling during the Nationa… https://t.co/QKWmoe4t3x,77,@CNN
0.4019,Tue Jun 05 20:00:12 +0000 2018,0.87,0.0,0.13,President Trump tweets out support for House Majority Leader Kevin McCarthy and Republican Rep. Devin Nunes in Cali… https://t.co/5TwGqJyJZN,78,@CNN
0.0,Tue Jun 05 19:50:07 +0000 2018,1.0,0.0,0.0,"Alex van der Zwaan, the only person to serve time in Mueller investigation, has been deported… https://t.co/OECkrEJy4N",79,@CNN
-0.1531,Tue Jun 05 19:40:07 +0000 2018,0.926,0.074,0.0,"Miss America pageant is getting rid of its swimsuit competitions and will be more inclusive to women of all sizes,… https://t.co/OT1fLl8wE6",80,@CNN
-0.296,Tue Jun 05 19:30:15 +0000 2018,0.885,0.115,0.0,"American companies announced a record $201.3 billion in stock buybacks and cash takeovers in May.

Critics say the… https://t.co/rBCA6azHdm",81,@CNN
0.6124,Tue Jun 05 19:20:07 +0000 2018,0.667,0.0,0.333,Social Security must reduce benefits in 2034 if reforms aren't made https://t.co/nRzyUkNhdM,82,@CNN
0.0,Tue Jun 05 19:10:11 +0000 2018,1.0,0.0,0.0,White House again refuses to comment on previous false statements https://t.co/khMcwsvqzM https://t.co/LgTe4GlNak,83,@CNN
0.0,Tue Jun 05 19:00:17 +0000 2018,1.0,0.0,0.0,"The family of Marjory Stoneman Douglas High School student activist David Hogg was the target of a ""swatting"" incid… https://t.co/3tgT9V6T3a",84,@CNN
0.3818,Tue Jun 05 18:47:58 +0000 2018,0.885,0.0,0.115,"Sanders: ""The Eagles are the ones who tried to changed their commitment at the eleventh hour… if this wasn’t a poli… https://t.co/hs034bpHo1",85,@CNN
0.0,Tue Jun 05 18:35:07 +0000 2018,1.0,0.0,0.0,"Saudi Arabia has issued its first driver's licenses to 10 women ahead of June 24, when the Kingdom's due to end the… https://t.co/gl3oA5NIb8",86,@CNN
0.0,Tue Jun 05 18:24:17 +0000 2018,1.0,0.0,0.0,Sarah Sanders talks to reporters a day after Trump canceled the Philadelphia Eagles' trip to White House. Watch liv… https://t.co/XSM9ibWfRX,87,@CNN
0.25,Tue Jun 05 18:20:06 +0000 2018,0.867,0.0,0.133,"Wells Fargo is closing all its branches in Indiana, Michigan and Ohio https://t.co/wY6qQiRsIF https://t.co/YbVCt7gsCw",88,@CNN
0.0,Tue Jun 05 18:10:00 +0000 2018,1.0,0.0,0.0,This surveillance camera footage shows a tiny asteroid that NASA says disintegrated over southern Africa… https://t.co/gA8BL8x6Tl,89,@CNN
0.0,Tue Jun 05 18:00:00 +0000 2018,1.0,0.0,0.0,The sanctuary saving Thailand's disappearing elephants: https://t.co/6EtVhBR3n7  #WorldEnvironmentDay https://t.co/R9al8CHJcR,90,@CNN
-0.4588,Tue Jun 05 17:50:00 +0000 2018,0.818,0.182,0.0,"Discarded plastic is in our food chain - eating shellfish could expose you to 11,000 bits of micro-plastic each yea… https://t.co/TWOEB86qRS",91,@CNN
0.2263,Tue Jun 05 17:40:00 +0000 2018,0.894,0.0,0.106,This Army soldier traveled from Iraq for his daughter’s graduation and surprised her at the rehearsal… https://t.co/EijYgmBway,92,@CNN
-0.2732,Tue Jun 05 17:30:11 +0000 2018,0.826,0.174,0.0,"Electric cars could put 100,000 German jobs at risk https://t.co/3inC0VVr6d https://t.co/MWrwJK94Bz",93,@CNN
0.2716,Tue Jun 05 17:20:08 +0000 2018,0.905,0.0,0.095,California is in the spotlight for one of the most important primary days of the year. Here's what to watch:… https://t.co/dw32o73OHO,94,@CNN
0.4215,Tue Jun 05 17:11:06 +0000 2018,0.882,0.0,0.118,Education Secretary Betsy DeVos says looking at the role of guns in school safety was not a focus of the federal sc… https://t.co/N1vG7WkCZY,95,@CNN
0.0,Tue Jun 05 17:00:13 +0000 2018,1.0,0.0,0.0,The US and North Korea have settled on a venue for the summit between President Trump and North Korean leader Kim J… https://t.co/bxD0TmV5UI,96,@CNN
-0.2732,Tue Jun 05 16:50:04 +0000 2018,0.739,0.152,0.109,The Puerto Rican government has seven days to release death certificates and data related to the true toll of Hurri… https://t.co/PlIPvBkv0r,97,@CNN
0.0,Tue Jun 05 16:40:07 +0000 2018,1.0,0.0,0.0,"Russian President Vladimir Putin says he and President Trump ""regularly talk over the phone"" and that the pair work… https://t.co/OgY346LpcU",98,@CNN
-0.8689,Tue Jun 05 16:32:48 +0000 2018,0.63,0.37,0.0,BREAKING: Designer Kate Spade was found dead in her New York apartment in an apparent suicide https://t.co/T8Oeu6oWlq,99,@CNN
0.0,Tue Jun 05 16:30:10 +0000 2018,1.0,0.0,0.0,Republican megadonor and billionaire David Koch is stepping down from his role at Koch Industries and other organiz… https://t.co/9RyFTTONtz,100,@CNN
0.0258,Wed Jun 06 03:55:06 +0000 2018,0.776,0.11,0.114,"""We could possibly lose our home and our retirement, our life savings, everything we've saved for our kids and gran… https://t.co/N2xmo4Dlo2",1,@FoxNews
0.4588,Wed Jun 06 03:51:51 +0000 2018,0.875,0.0,0.125,"""I gently put my hands on his and said I couldn't do his wedding because of my relationship with Jesus Christ."" - B… https://t.co/KfqNJf1Qg1",2,@FoxNews
0.0,Wed Jun 06 03:47:53 +0000 2018,1.0,0.0,0.0,"Nearly 120,000 voters reportedly left off Los Angeles voter rolls on crucial primary day https://t.co/ZIDcHyyenc",3,@FoxNews
0.7003,Wed Jun 06 03:36:57 +0000 2018,0.633,0.0,0.367,".@JohnStossel: When politicians favor their friends, that's not capitalism, that's corruption https://t.co/OjKr185xVO",4,@FoxNews
-0.1027,Wed Jun 06 03:33:10 +0000 2018,0.903,0.097,0.0,"Thomas Homan, Deputy Director of ICE, warns Congress of consequences on DACA action https://t.co/uO5OmfQS3v",5,@FoxNews
0.0,Wed Jun 06 03:26:31 +0000 2018,1.0,0.0,0.0,JUST IN: Fox News can now project that @SenFeinstein will place first California’s jungle primary and advance to th… https://t.co/GOsWTdVbLo,6,@FoxNews
-0.2732,Wed Jun 06 03:22:03 +0000 2018,0.819,0.181,0.0,OPINION: Will Tuesday's primaries (especially in California) break Democrats' hearts or leave Republicans in tears? https://t.co/4Y5S88UQNR,7,@FoxNews
-0.25,Wed Jun 06 03:17:36 +0000 2018,0.882,0.118,0.0,"Kelly Sadler leaves @WhiteHouse, official says; unclear if directly related to backlash over McCain comment… https://t.co/HLTOLlR3h0",8,@FoxNews
0.0,Wed Jun 06 03:12:06 +0000 2018,1.0,0.0,0.0,"Results coming in from eight key primary elections, @ChadPergram reports https://t.co/gWxhtiC0WC",9,@FoxNews
0.0,Wed Jun 06 03:05:42 +0000 2018,1.0,0.0,0.0,Iowa Democrats nominate businessman Fred Hubbell for governor https://t.co/alnWn0EXLH,10,@FoxNews
-0.296,Wed Jun 06 03:00:40 +0000 2018,0.82,0.18,0.0,".@THEHermanCain: ""[The @Eagles] were trying to embarrass the president."" @IngrahamAngle https://t.co/wlGPJOdiHR",11,@FoxNews
0.0762,Wed Jun 06 02:52:46 +0000 2018,0.788,0.1,0.112,".@BillClinton accuser Gennifer Flowers: ""He's just not as good a liar anymore as he used to be...I think Bill is af… https://t.co/6AFxxTfluZ",12,@FoxNews
0.0,Wed Jun 06 02:46:09 +0000 2018,1.0,0.0,0.0,".@FrankLuntz: ""The Democrats have a whole generation that are waiting to come through, [@NancyPelosi] won't give up… https://t.co/xDGRrfDNn0",13,@FoxNews
0.0,Wed Jun 06 02:38:42 +0000 2018,1.0,0.0,0.0,".@MonicaCrowley: ""@BarackObama re-made the [Democratic Party] as a far-left institution."" @IngrahamAngle https://t.co/SVg0QJgjZq",14,@FoxNews
0.0,Wed Jun 06 02:36:00 +0000 2018,1.0,0.0,0.0,Former FBI Deputy Director Andrew McCabe asks for immunity in a congressional hearing over the FBI's handling of th… https://t.co/0kbPeG5QAQ,15,@FoxNews
0.0,Wed Jun 06 02:33:14 +0000 2018,1.0,0.0,0.0,".@FrankLuntz: ""The Democrats can not point to anything that they have actually done. All they've got is obstruction… https://t.co/d3GRmByqdM",16,@FoxNews
0.5994,Wed Jun 06 02:25:37 +0000 2018,0.766,0.0,0.234,".@IngrahamAngle: ""Trump has been speaking truth and has been delivering real promises as president. Now he's connec… https://t.co/aI9EIxe7G2",17,@FoxNews
0.0,Wed Jun 06 02:17:35 +0000 2018,1.0,0.0,0.0,New XFL commissioner says the league will require its players to stand for national anthem. https://t.co/44vgJoeGrT,18,@FoxNews
0.0,Wed Jun 06 02:09:01 +0000 2018,1.0,0.0,0.0,".@RepDeSantis: ""James @Comey said Andrew McCabe stood tall, was this model leader, and now he wants immunity becaus… https://t.co/09V6Hqro0v",19,@FoxNews
0.5994,Wed Jun 06 01:55:13 +0000 2018,0.794,0.0,0.206,".@KellyannePolls: ""This country is blessed because [Melania Trump] is our @FLOTUS at this time."" #Hannity… https://t.co/i2W7I29tI6",20,@FoxNews
0.4404,Wed Jun 06 01:46:45 +0000 2018,0.805,0.0,0.195,"WATCH: #Tucker Talks to Pamela Anderson About Her Friendship with Assange, Putin https://t.co/kVPDvJLtBW",21,@FoxNews
-0.6705,Wed Jun 06 01:43:28 +0000 2018,0.667,0.333,0.0,Kate Spade's suicide note reportedly contained message to daughter https://t.co/Rd4iPJLbZn,22,@FoxNews
0.4767,Wed Jun 06 01:34:24 +0000 2018,0.574,0.139,0.287,JUST IN: NJ Sen. Menendez projected to win Democratic primary after surviving ethics scandal https://t.co/tLpo8cEEZx,23,@FoxNews
-0.8316,Wed Jun 06 01:28:48 +0000 2018,0.536,0.464,0.0,".@WhiteHouse contractor arrested near the grounds, reportedly for attempted murder https://t.co/VP0JmjBOp7",24,@FoxNews
0.8555,Wed Jun 06 01:27:14 +0000 2018,0.641,0.0,0.359,".@jasoninthehouse: ""[Inspector General Michael Horowitz is] our best shot. It's our best shot at the truth.""… https://t.co/OUa3LuB83P",25,@FoxNews
0.0,Wed Jun 06 01:23:06 +0000 2018,1.0,0.0,0.0,"David Spade pays tribute to late sister-in-law, Kate: 'I still can't believe it' https://t.co/IGcOYuj2Pv",26,@FoxNews
0.6077,Wed Jun 06 01:21:13 +0000 2018,0.766,0.0,0.234,".@seanhannity: ""Today, Americans do have so much to celebrate, including a booming economy."" #Hannity https://t.co/KoIeJIFG4F",27,@FoxNews
0.4588,Wed Jun 06 01:12:31 +0000 2018,0.812,0.0,0.188,Florida police officer spots three-legged gator crossing road during patrol: 'Welcome to Florida' https://t.co/eb9gH8R0NA,28,@FoxNews
0.0,Wed Jun 06 01:05:00 +0000 2018,1.0,0.0,0.0,"During a briefing on Tuesday,  @WhiteHouse @PressSec Sarah Sanders stated that ""the president has worked increasing… https://t.co/kocRoIsa8g",29,@FoxNews
0.0772,Wed Jun 06 01:04:17 +0000 2018,0.925,0.0,0.075,"Pamela Anderson: ""I'm not for these ride hail apps because it's a false sense of security."" #Tucker https://t.co/nEp4YnZ61b",30,@FoxNews
0.4404,Wed Jun 06 01:00:23 +0000 2018,0.756,0.0,0.244,Pennsylvania students get ballistic shield inserts as a graduation gift. https://t.co/MX5LLkeBKD,31,@FoxNews
0.4215,Wed Jun 06 00:54:37 +0000 2018,0.872,0.0,0.128,"Pamela Anderson on @JulianAssange: ""His intention was not to get Trump elected, it was to give true information so… https://t.co/uUuVkMIY5x",32,@FoxNews
0.0,Wed Jun 06 00:45:56 +0000 2018,1.0,0.0,0.0,"Rep. @TimRyan: ""China has a 10 year plan, 30 year plan, 50 year plan, 100 year plan...In America, we're divided.""… https://t.co/dEIix0FI7L",33,@FoxNews
-0.4404,Wed Jun 06 00:35:18 +0000 2018,0.775,0.225,0.0,".@ICEgov raids an Ohio lawn and garden business, arrests 114. https://t.co/NqeY2L8eJy",34,@FoxNews
0.0,Wed Jun 06 00:28:06 +0000 2018,1.0,0.0,0.0,April Ryan backtracks after claiming @POTUS was booed at a White House event. https://t.co/DTT1OL9PQU,35,@FoxNews
0.0,Wed Jun 06 00:25:11 +0000 2018,1.0,0.0,0.0,Dr. Phil captured on video hitting man on a skateboard with his car. https://t.co/MwyLzgfXFE,36,@FoxNews
0.7579,Wed Jun 06 00:21:32 +0000 2018,0.629,0.0,0.371,CA Dem Candidate: Party Officials Told Me I'm 'Too Brown' to Win. https://t.co/pcoy6XowQ5,37,@FoxNews
0.0,Wed Jun 06 00:12:04 +0000 2018,1.0,0.0,0.0,IHOP says it's changing its iconic name. https://t.co/uNUPCvJ573,38,@FoxNews
0.0,Wed Jun 06 00:05:49 +0000 2018,1.0,0.0,0.0,"JUST IN: Polls have closed in Alabama, Mississippi and New Jersey, as several states hold primaries. https://t.co/qiz5sAmnA4",39,@FoxNews
0.0,Wed Jun 06 00:03:16 +0000 2018,1.0,0.0,0.0,TOMORROW: 74 years since the D-Day Invasion https://t.co/nHdM8dnnZi,40,@FoxNews
0.0,Wed Jun 06 00:02:33 +0000 2018,1.0,0.0,0.0,The Singapore hotel hosting the Trump-Kim summit is on a secluded island with pirate ties. https://t.co/cQKNYYyLrJ,41,@FoxNews
0.4404,Tue Jun 05 23:51:21 +0000 2018,0.791,0.0,0.209,Woman's obituary takes a dark turn: 'World is a better place without her' https://t.co/twVNZszyJC,42,@FoxNews
0.6249,Tue Jun 05 23:47:38 +0000 2018,0.457,0.168,0.376,"Former @NFL cheerleaders deliver letter to Roger Goodell demanding better pay, fair treatment https://t.co/dS1Ufg7BGw",43,@FoxNews
-0.6486,Tue Jun 05 23:45:42 +0000 2018,0.677,0.323,0.0,Fashion designer Kate Spade found dead at 55 https://t.co/txnRtQIk8R https://t.co/l15aeHAc2U,44,@FoxNews
0.0,Tue Jun 05 23:43:09 +0000 2018,1.0,0.0,0.0,A look at the crater of Hawaii's Kilauea volcano. https://t.co/wSwXNmPFPz (Courtesy: @usgsvolcanoes) https://t.co/XwhI0UnhgW,45,@FoxNews
-0.6705,Tue Jun 05 23:39:18 +0000 2018,0.609,0.391,0.0,Pastor killed by crocodile during water baptism https://t.co/A3QjsKNP5J,46,@FoxNews
0.0,Tue Jun 05 23:33:35 +0000 2018,1.0,0.0,0.0,.@GiannoCaldwell: Who Would've Thought The Clintons Would Be 'GOP Assets'? https://t.co/7bM5DVHcA8,47,@FoxNews
-0.3818,Tue Jun 05 23:32:16 +0000 2018,0.852,0.148,0.0,".@TuckerCarlson: ""You need a middle class to sustain an economy and [California is] losing theirs."" #TheStory https://t.co/Q0sK4CgZJf",48,@FoxNews
0.0,Tue Jun 05 23:30:00 +0000 2018,1.0,0.0,0.0,"Unarmed Parkland campus monitor alerted staff as Nikolas Cruz stormed campus, documents reveal https://t.co/KomZy6xL59",49,@FoxNews
0.6369,Tue Jun 05 23:25:21 +0000 2018,0.811,0.0,0.189,".@OmarInTheHouse_: ""I had some California delegates come up to me and say, 'By far, you're the best candidate...but… https://t.co/SsHHLvkQ5v",50,@FoxNews
-0.1779,Tue Jun 05 23:19:15 +0000 2018,0.892,0.108,0.0,"On #TheStory, President @realDonaldTrump's 2020 campaign manager @parscale reveals a new website touting the comman… https://t.co/w7vFZeI7Cn",51,@FoxNews
-0.5994,Tue Jun 05 23:14:40 +0000 2018,0.822,0.178,0.0,An 87-year-old Korean War veteran is adding another item to his list of accomplishments: graduating from high schoo… https://t.co/u4tdRnxmrt,52,@FoxNews
0.0,Tue Jun 05 23:10:15 +0000 2018,1.0,0.0,0.0,".@parscale: ""If President @realDonaldTrump would've known that [AG Jeff Sessions] was going to recuse himself, he w… https://t.co/fgP6IRgwUD",53,@FoxNews
-0.6369,Tue Jun 05 23:05:51 +0000 2018,0.679,0.321,0.0,President @realDonaldTrump blames Attorney General Jeff Sessions for 'Russian Witch Hunt Hoax'… https://t.co/mkb7YJLQm8,54,@FoxNews
-0.25,Tue Jun 05 22:53:25 +0000 2018,0.867,0.133,0.0,Rain at Belmont Stakes? What it would take to cancel the horse race. https://t.co/fo8XRMLgOV,55,@FoxNews
0.6124,Tue Jun 05 22:53:01 +0000 2018,0.667,0.0,0.333,RT @FoxBusiness: Social Security to tap reserves to cover 2018 benefits https://t.co/U5V8ekKKaw,56,@FoxNews
-0.2263,Tue Jun 05 22:50:31 +0000 2018,0.863,0.137,0.0,"RT @MikeEmanuelFox: Mitch McConnell cancels portion of Senate's August recess - from #SpecialReport:
https://t.co/Q6ehHLoYjv",57,@FoxNews
-0.3612,Tue Jun 05 22:47:43 +0000 2018,0.839,0.161,0.0,Texas sheriff's deputies escort a teen to graduation in place of her fallen father. https://t.co/XHxGp2ykUM,58,@FoxNews
0.0,Tue Jun 05 22:39:07 +0000 2018,1.0,0.0,0.0,"Demoted FBI agent Peter Strzok had larger role in Clinton, Russia probes than previously known. https://t.co/YxZ90lpXY4",59,@FoxNews
0.0516,Tue Jun 05 22:32:05 +0000 2018,0.597,0.194,0.209,Primary nail-biter: @NancyPelosi's House hopes rest on home-state battles. https://t.co/KHzKEKbTUW,60,@FoxNews
0.5559,Tue Jun 05 22:26:04 +0000 2018,0.706,0.0,0.294,"NJ police officers won't face criminal charges for beach altercation, prosecutor says. https://t.co/ZxjBbKVsTh",61,@FoxNews
0.4588,Tue Jun 05 22:19:30 +0000 2018,0.824,0.0,0.176,"'Welcome to Florida'

Florida police officer spots a three-legged gator crossing the road during a patrol. https://t.co/rFswsUSwsY",62,@FoxNews
-0.296,Tue Jun 05 22:12:45 +0000 2018,0.896,0.104,0.0,"JUST IN: Kelly Sadler, The White House aide engulfed in controversy after her comments on @SenJohnMcCain, is no lon… https://t.co/Fe1r7O2tfs",63,@FoxNews
0.0,Tue Jun 05 22:02:20 +0000 2018,1.0,0.0,0.0,".@dennisrodman will be in Singapore during the Trump-Kim summit, report says. https://t.co/P1TepYS2BR",64,@FoxNews
0.5423,Tue Jun 05 21:53:19 +0000 2018,0.604,0.081,0.315,"Eagles Fan @JesseBWatters: Philadelphia 'Tried a Trick Play, Trump Snuffed It Out' https://t.co/f5PnsZ6mTG",65,@FoxNews
0.6633,Tue Jun 05 21:50:01 +0000 2018,0.802,0.0,0.198,DRESS FOR SUCCESS: A young boy named Noah went head-to-head with a firefighter to determine who could get their equ… https://t.co/sRtzhsRY4U,66,@FoxNews
0.0,Tue Jun 05 21:33:32 +0000 2018,1.0,0.0,0.0,OPINION: What to expect in the 2018 midterm elections https://t.co/oy9R1YZ6n2,67,@FoxNews
0.0,Tue Jun 05 21:31:31 +0000 2018,1.0,0.0,0.0,"“Turnout is the key in midterms.”

@TheJuanWilliams on eight states holding key primary elections #TheFive https://t.co/HBLBquY1hh",68,@FoxNews
0.0,Tue Jun 05 21:13:18 +0000 2018,1.0,0.0,0.0,Driver unhurt after car nosedives into ditch https://t.co/BzcJUJUyUm,69,@FoxNews
0.4767,Tue Jun 05 21:08:10 +0000 2018,0.829,0.0,0.171,.@JesseBWatters: “Both are winners. The Eagles beat the Patriots and Trump beat ‘crooked Hillary.’” #TheFive https://t.co/survfbz9QW,70,@FoxNews
0.0,Tue Jun 05 21:05:53 +0000 2018,1.0,0.0,0.0,"Earlier, @POTUS participated in a ""Celebration of America"" event at the @WhiteHouse. https://t.co/LOzih2zyVI",71,@FoxNews
-0.5574,Tue Jun 05 21:01:21 +0000 2018,0.816,0.184,0.0,Hawaii's Kilauea volcano lava destroys hundreds of homes as an explosion spews toxic ash a mile high. https://t.co/nDeZo6Nhkx,72,@FoxNews
0.0,Tue Jun 05 20:59:50 +0000 2018,1.0,0.0,0.0,".@dennisrodman is expected to be in Singapore ahead of the summit between Kim Jong Un and @POTUS, according to a ne… https://t.co/dHAT2eMCtS",73,@FoxNews
0.6343,Tue Jun 05 20:55:30 +0000 2018,0.576,0.078,0.346,.@KingJames says the NBA Finals winner wouldn't want a White House invite. https://t.co/KGIgzzx2sb,74,@FoxNews
-0.5267,Tue Jun 05 20:49:00 +0000 2018,0.815,0.185,0.0,OPINION: The Republican comeback is a real threat to the elite media's 'blue wave' theory. - @newtgingrich https://t.co/aaksnVO9wA,75,@FoxNews
-0.4767,Tue Jun 05 20:43:04 +0000 2018,0.807,0.193,0.0,Texas firefighter arrested after new wife discovers he's already married to multiple women. https://t.co/B0P9s0Hu4W,76,@FoxNews
0.0,Tue Jun 05 20:38:21 +0000 2018,1.0,0.0,0.0,'Swatting' call made to Parkland activist David Hogg's home. https://t.co/zJ9e6UMKFZ,77,@FoxNews
