Compound,Date,Negative,Neutral,Positive,Text,Tweets Ago,User
0.2023,Tue Jun 05 20:30:13 +0000 2018,0.904,0.0,0.096,".@SenJohnBarrasso on @SenateMajLdr scrapping the August recess: ""I think it's an important thing to do. We've been… https://t.co/g0byKdpEgO",78,@FoxNews
0.3182,Tue Jun 05 20:19:48 +0000 2018,0.892,0.0,0.108,".@PressSec: ""We look at ways, every single day, to unify our country. The president has worked actively and tireles… https://t.co/nCL8RkP5Et",79,@FoxNews
0.5859,Tue Jun 05 20:17:43 +0000 2018,0.769,0.0,0.231,Arkansas police officers and firefighters surprise a teen with autism at his birthday party after only 3 people att… https://t.co/i7F6xnq4IW,80,@FoxNews
0.0,Tue Jun 05 20:14:30 +0000 2018,1.0,0.0,0.0,".@PressSec: ""Frankly, I think my credibility's probably higher than the media's."" https://t.co/4K6j0xG12r",81,@FoxNews
0.2263,Tue Jun 05 20:13:07 +0000 2018,0.924,0.0,0.076,RT @FoxBusiness: AT THE CLOSE: The Nasdaq finished the day at a new record high for the second straight day. The Dow Jones Industrial Avera…,82,@FoxNews
0.0,Tue Jun 05 20:12:08 +0000 2018,1.0,0.0,0.0,Eight states are holding crucial primaries today. Here's a preview ahead of the polls closing. #Cavuto… https://t.co/9RwhTRT9Rb,83,@FoxNews
0.6486,Tue Jun 05 20:08:01 +0000 2018,0.751,0.0,0.249,".@PressSec on canceling @Eagles celebration: ""Certainly we would hope that all of the people of Pennsylvania would… https://t.co/MsQ4lUGM9N",84,@FoxNews
0.2732,Tue Jun 05 20:02:16 +0000 2018,0.884,0.0,0.116,".@PressSec: ""If this wasn't a political stunt [the @Eagles] wouldn't have waited until Monday, well after a thousan… https://t.co/wWT83cJWV0",85,@FoxNews
-0.4215,Tue Jun 05 19:55:52 +0000 2018,0.865,0.135,0.0,"‘I am doing this on my own time’

Florida elementary teacher caught in classroom sex romp denies wrongdoing. https://t.co/PmNKZDJPEs",86,@FoxNews
0.5994,Tue Jun 05 19:30:49 +0000 2018,0.813,0.0,0.187,".@PressSec on cancellation Super Bowl celebration: ""The @Eagles are the ones that tried to change their commitment… https://t.co/M6QFTmYnsg",87,@FoxNews
0.0,Tue Jun 05 19:24:04 +0000 2018,1.0,0.0,0.0,".@PressSec on cancellation of Senate August recess: ""There's been historic obstruction by Senate Democrats and ther… https://t.co/YVZiHrPyEC",88,@FoxNews
-0.4404,Tue Jun 05 19:19:03 +0000 2018,0.873,0.127,0.0,"Kevin Hassett: ""You can see that the gap between the unemployment rate for black workers and white workers has gone… https://t.co/Zu5iW6W3XZ",89,@FoxNews
-0.4404,Tue Jun 05 19:15:08 +0000 2018,0.868,0.132,0.0,"Kevin Hassett: ""It's only seven times [looking] back to 1970 that we've had an unemployment rate below four percent… https://t.co/HA5tgLn4Gl",90,@FoxNews
0.9186,Tue Jun 05 19:15:02 +0000 2018,0.586,0.0,0.414,".@POTUS: ""We stand together for freedom, we stand together for patriotism and we proudly stand for our glorious nat… https://t.co/nMmKmXgiqQ",91,@FoxNews
0.5994,Tue Jun 05 19:11:24 +0000 2018,0.677,0.084,0.239,"Kevin Hassett on small business optimism: ""@POTUS promised that he would cut taxes, that he'd reduce taxes on small… https://t.co/ej5Hli2gl0",92,@FoxNews
0.802,Tue Jun 05 19:09:39 +0000 2018,0.596,0.083,0.321,".@POTUS: ""We stand to honor our military, and to honor our country and to remember the fallen heroes who never made… https://t.co/ohdAHbnBgu",93,@FoxNews
0.8979,Tue Jun 05 19:05:23 +0000 2018,0.595,0.0,0.405,".@POTUS: ""We love our country, we respect our flag and we always proudly stand for the national anthem."" https://t.co/ScJxbNxL4y",94,@FoxNews
0.4767,Tue Jun 05 19:04:30 +0000 2018,0.711,0.083,0.206,"Kevin Hassett on economy: ""We've gone from a 'new normal' of low growth to just 'normal' which is 3% growth America… https://t.co/EF7o4WgV0G",95,@FoxNews
0.0,Tue Jun 05 19:00:13 +0000 2018,1.0,0.0,0.0,".@POTUS participates in the ""Celebration of America."" https://t.co/FGDK78RYBQ",96,@FoxNews
0.0,Tue Jun 05 18:55:24 +0000 2018,1.0,0.0,0.0,".@PressSec on new jobs numbers: ""America's economic potential has been unleashed."" https://t.co/Wi0iC2mzca https://t.co/FkWGQsxW92",97,@FoxNews
0.0,Tue Jun 05 18:23:45 +0000 2018,1.0,0.0,0.0,.@PressSec Sarah Sanders holds a White House press briefing. https://t.co/o7VGXV5jYp,98,@FoxNews
-0.4019,Tue Jun 05 18:05:33 +0000 2018,0.816,0.184,0.0,"Drivers claim overhead plane dumped feces on cars, people in Canadian town https://t.co/sTVRCdepRd",99,@FoxNews
0.0,Tue Jun 05 17:52:00 +0000 2018,1.0,0.0,0.0,"Photo of the day: A rainbow appears as the storm clouds part at sunset in Aventura, Florida. https://t.co/PwUcEaGuGk",100,@FoxNews
0.0,Wed Jun 06 03:47:05 +0000 2018,1.0,0.0,0.0,Iowa election live results https://t.co/xsdBrqG6yo,1,@nytimes
0.0258,Wed Jun 06 03:32:06 +0000 2018,0.939,0.0,0.061,"Bill Clinton acknowledged his defensive reaction about Monica Lewinsky during an interview. It ""wasn't my finest ho… https://t.co/Btkzy90oo1",2,@nytimes
0.0,Wed Jun 06 03:22:58 +0000 2018,1.0,0.0,0.0,"RT @ShaneGoldmacher: Even while saying Monday was not his ""finest hour,"" Bill Clinton takes a dig tonight at Craig Melvin: ""I should have r…",3,@nytimes
0.5719,Wed Jun 06 03:17:07 +0000 2018,0.622,0.107,0.271,"A former Navy pilot, a veteran White House national security adviser and a conservative gun rights advocate won Dem… https://t.co/i4IIirALjS",4,@nytimes
0.0,Wed Jun 06 03:03:20 +0000 2018,1.0,0.0,0.0,California election live results https://t.co/2tfaYxZqn9,5,@nytimes
-0.1027,Wed Jun 06 02:47:05 +0000 2018,0.864,0.077,0.059,At Tesla's annual meeting came a rare challenge from investors who sought to shake up the board and force Elon Musk… https://t.co/bfgZm9tBre,6,@nytimes
0.0,Wed Jun 06 02:32:06 +0000 2018,1.0,0.0,0.0,"The Kate Spade label started simply, with its designer and future husband at the helm, and grew into a $2.4 billion… https://t.co/RATXLmBBz1",7,@nytimes
0.3612,Wed Jun 06 02:31:41 +0000 2018,0.906,0.0,0.094,"RT @jdelreal: Im here at the US Grant Hotel in San Diego, where CA GOP gubernatorial candidate John Cox is hosting his election night party…",8,@nytimes
0.4019,Wed Jun 06 02:27:04 +0000 2018,0.891,0.0,0.109,"RT @melbournecoal: I’m at Antonio Villaraigosa’s election night party, in downtown Los Angeles. Polls close in less than an hour and the me…",9,@nytimes
-0.6868,Wed Jun 06 02:25:59 +0000 2018,0.809,0.191,0.0,"RT @mattfleg: Already sick of California? Unsure what to do for the next 36 minutes? Either way, read @NYTnickc and me on all the other sta…",10,@nytimes
0.0,Wed Jun 06 02:17:03 +0000 2018,1.0,0.0,0.0,"RT @Nate_Cohn: NYT election results for NJ, AL, MT, SD, NM, IA, MS, and CA (did i remember them all?) are here, for those who haven't found…",11,@nytimes
0.296,Wed Jun 06 02:07:23 +0000 2018,0.891,0.0,0.109,"Kelly Sadler, a White House communications aide who made headlines for a joke about the health of John McCain, has… https://t.co/2zebCGV52e",12,@nytimes
0.0,Wed Jun 06 01:47:04 +0000 2018,1.0,0.0,0.0,Alabama election live results https://t.co/wzsHypDT7w,13,@nytimes
0.0,Wed Jun 06 01:33:04 +0000 2018,1.0,0.0,0.0,RT @ivanlpenn: More than two dozen volunteers are working the phones at Representative Mimi Walters campaign office to get last minute vote…,14,@nytimes
0.0,Wed Jun 06 01:28:06 +0000 2018,1.0,0.0,0.0,"RT @maggieNYT: Response from @MeghanMcCain to massive ABC internal blast when WH statement was sent around: “Bye, Felicia.” https://t.co/AB…",15,@nytimes
0.0,Wed Jun 06 01:14:06 +0000 2018,1.0,0.0,0.0,New Jersey election live results https://t.co/XPXqdEXlYw,16,@nytimes
0.0,Wed Jun 06 01:05:02 +0000 2018,1.0,0.0,0.0,"RT @jennymedina: Final push in #CA48 dialing for votes:
“Have you voted? There’s an election today. We need you to vote so the Democrats wi…",17,@nytimes
0.0,Wed Jun 06 01:02:02 +0000 2018,1.0,0.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/qVgvJ4Wtbr,18,@nytimes
0.25,Wed Jun 06 00:47:05 +0000 2018,0.917,0.0,0.083,"Much of what makes New York unique was created during the last ice age, when a vast ice sheet covered much of North… https://t.co/JNsdwuBDQD",19,@nytimes
0.0,Wed Jun 06 00:37:05 +0000 2018,1.0,0.0,0.0,"8 states have primary elections today. Here's when we're expecting the first results. https://t.co/NEbxm6mxyl
Alaba… https://t.co/SiGUd84TSg",20,@nytimes
-0.34,Wed Jun 06 00:27:05 +0000 2018,0.78,0.142,0.078,Who will likely be blamed if Democrats get locked out of some competitive Republican-held congressional races in Ca… https://t.co/kEa8zJhkBT,21,@nytimes
-0.7964,Wed Jun 06 00:17:03 +0000 2018,0.728,0.272,0.0,RT @nytpolitics: The assassination fueled a general sense — not entirely unfamiliar today — that the nation had gone mad; that the normal r…,22,@nytimes
0.0,Wed Jun 06 00:02:05 +0000 2018,1.0,0.0,0.0,"8 states voted in one of the busiest days of primary season, and results are expected soon. We’re tracking the key… https://t.co/iL14weHog8",23,@nytimes
0.296,Tue Jun 05 23:47:03 +0000 2018,0.891,0.0,0.109,Scott Pruitt gave a political aide the task of helping him seek a “business opportunity” for his wife with Chick-fi… https://t.co/g15MDxxunN,24,@nytimes
0.4215,Tue Jun 05 23:32:07 +0000 2018,0.872,0.0,0.128,"Betsy DeVos said the federal commission on school safety set up this year after the Parkland, Florida, school massa… https://t.co/Gn3X6eos8S",25,@nytimes
0.4767,Tue Jun 05 23:21:03 +0000 2018,0.86,0.0,0.14,"RT @gabrieldance: New: Facebook gave private data access to Chinese Firm, Huawei, which has been flagged by U.S. intelligence.

https://t.c…",26,@nytimes
0.0,Tue Jun 05 23:11:30 +0000 2018,1.0,0.0,0.0,Breaking News: Facebook has given at least four Chinese companies access to user data. One has been flagged by U.S.… https://t.co/NHDWzvKJUO,27,@nytimes
0.0,Tue Jun 05 23:02:03 +0000 2018,1.0,0.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/d5SybOs0hs,28,@nytimes
-0.0227,Tue Jun 05 22:51:03 +0000 2018,0.837,0.083,0.079,"RT @arappeport: In a letter to Congress, Trump's Treasury Department still will not commit to putting Harriet Tubman on the $20 https://t.c…",29,@nytimes
0.128,Tue Jun 05 22:41:04 +0000 2018,0.779,0.1,0.121,Kate Spade was a critical figure in the continuum of women who have defined fashion in the United States: designers… https://t.co/mkBQsw4Uxb,30,@nytimes
0.0,Tue Jun 05 22:27:05 +0000 2018,1.0,0.0,0.0,8 states are holding primaries today. Here's what to watch for in those races. https://t.co/K1Je3JoLQA,31,@nytimes
0.0,Tue Jun 05 22:12:02 +0000 2018,1.0,0.0,0.0,"RT @NYTNational: ⚡️ “On the Ground at the California Primaries”

https://t.co/f0ZiiBHxqF",32,@nytimes
-0.296,Tue Jun 05 21:58:03 +0000 2018,0.905,0.095,0.0,"Breaking News: Mexico hit back at the U.S., saying it would impose tariffs on cheese, whiskey and other goods in re… https://t.co/XKeKYb4KcM",33,@nytimes
0.0,Tue Jun 05 21:46:06 +0000 2018,1.0,0.0,0.0,"How much tourism is too much? On the Galápagos Islands, they're asking the question. https://t.co/GQ5twJeeq1",34,@nytimes
-0.561,Tue Jun 05 21:27:05 +0000 2018,0.805,0.195,0.0,"RT @VVFriedman: On this sad day, thoughts on Kate Spade, and what she stood for - https://t.co/jBYfIwb6AT",35,@nytimes
0.4767,Tue Jun 05 21:12:02 +0000 2018,0.83,0.0,0.17,"Jordan Peele, who wrote and directed ""Get Out,"" has signed a deal giving Amazon the first look at his ideas for TV… https://t.co/No04lHy4zr",36,@nytimes
0.0,Tue Jun 05 21:03:46 +0000 2018,1.0,0.0,0.0,California's 10th congressional district is one that's coveted by Democrats. NYT journalists are reporting from the… https://t.co/HZRtuv5CxY,37,@nytimes
-0.7579,Tue Jun 05 21:03:05 +0000 2018,0.735,0.265,0.0,"After a teenager was fatally shot by a police officer, his family searched for answers from the city they lost fait… https://t.co/49QalKqVI7",38,@nytimes
-0.4019,Tue Jun 05 20:55:04 +0000 2018,0.723,0.173,0.104,"Kate Spade, who was found dead on Tuesday, had a business mind that saw the opportunities in becoming a lifestyle b… https://t.co/lN2NDamjmq",39,@nytimes
0.0,Tue Jun 05 20:40:03 +0000 2018,1.0,0.0,0.0,"Rep. Tulsi Gabbard wants visitors to stay away from the Kilauea volcano. ""Now is not the time for tourists to blank… https://t.co/a5dL2bl2JD",40,@nytimes
0.8126,Tue Jun 05 20:33:45 +0000 2018,0.72,0.0,0.28,RT @mccanner: I love this. New York Times photographers did portraits of voters and asked what's motivating them to participate today. SEVE…,41,@nytimes
-0.1531,Tue Jun 05 20:25:03 +0000 2018,0.918,0.082,0.0,"“We are not going to judge you on your outward appearance,"" the Miss America Organization's chairwoman, Gretchen Ca… https://t.co/SY8ge6if9h",42,@nytimes
0.0,Tue Jun 05 20:10:09 +0000 2018,1.0,0.0,0.0,A school wanted to prepare its eighth-graders for high school. So it gave them a bullet-resistant shield for their… https://t.co/ykXjrGY5l6,43,@nytimes
-0.3818,Tue Jun 05 19:57:02 +0000 2018,0.833,0.167,0.0,Crowdfunding campaigns are designed for just about everything these days. That includes funerals. https://t.co/WFgOKnLoOF,44,@nytimes
0.1779,Tue Jun 05 19:47:04 +0000 2018,0.843,0.064,0.092,"RT @nytpolitics: News Analysis: The president’s claim that he has ""the absolute right"" to pardon himself was the latest in an aggressive se…",45,@nytimes
0.0,Tue Jun 05 19:37:04 +0000 2018,1.0,0.0,0.0,"A court has ordered Mexico's government to again investigate the disappearances of 43 college students. This time,… https://t.co/GWOvp5B1c4",46,@nytimes
0.0,Tue Jun 05 19:31:08 +0000 2018,1.0,0.0,0.0,RT @jdelreal: I may have just visited the coolest polling place in America. Voters are casting their ballots here at Rhino’s Boxing in Vist…,47,@nytimes
0.6486,Tue Jun 05 19:27:03 +0000 2018,0.751,0.0,0.249,The California primary might give us a better idea of whether Democrats will make big gains in November https://t.co/cDNf7fiutZ,48,@nytimes
-0.128,Tue Jun 05 19:17:05 +0000 2018,0.837,0.094,0.069,"The Wall Street Journal is replacing its top editor, Gerard Baker. His newsroom broke award-winning stories but str… https://t.co/TgJV7prEuh",49,@nytimes
0.0,Tue Jun 05 19:07:04 +0000 2018,1.0,0.0,0.0,"The Philadelphia Eagles won't be there, but President Trump said a celebration will go on https://t.co/9gnsNFHruH",50,@nytimes
-0.7506,Tue Jun 05 18:57:06 +0000 2018,0.714,0.286,0.0,Israel’s military said that the killing of a young Palestinian volunteer medic at a Gaza fence protest was unintent… https://t.co/uZHSmBTYl7,51,@nytimes
0.34,Tue Jun 05 18:47:04 +0000 2018,0.888,0.0,0.112,"For many women, a Kate Spade bag was their first designer purchase. They shared their stories of their first ""grown… https://t.co/SngkBwGwTQ",52,@nytimes
-0.7818,Tue Jun 05 18:37:02 +0000 2018,0.671,0.329,0.0,The most feared and loathed character in the city’s restaurant business? It’s the health inspector. https://t.co/vX1Zz9KPH1,53,@nytimes
0.4939,Tue Jun 05 18:27:03 +0000 2018,0.842,0.0,0.158,California voters are making lots of decisions. NYT photographers wanted to find out what was motivating them.… https://t.co/4w6tHFYawt,54,@nytimes
-0.34,Tue Jun 05 18:17:01 +0000 2018,0.912,0.088,0.0,"RT @NYTScience: ""We snapped out of the knee jerk approach where we had to give chemo to everybody,"" says one author of a new study that sho…",55,@nytimes
0.0,Tue Jun 05 18:09:45 +0000 2018,1.0,0.0,0.0,"""The summer of hell"": The sequel https://t.co/RO2Hv8N3l8",56,@nytimes
-0.5106,Tue Jun 05 18:07:06 +0000 2018,0.837,0.163,0.0,"Separating children from migrant families entering the U.S. violates their rights and international law, the UN's h… https://t.co/NDbugKNYet",57,@nytimes
-0.5526,Tue Jun 05 17:47:01 +0000 2018,0.612,0.278,0.11,Harvey Weinstein pleaded not guilty to the sexual assault charges lodged against him last month https://t.co/6h9fEgoAN4,58,@nytimes
0.0,Tue Jun 05 17:37:04 +0000 2018,1.0,0.0,0.0,"The White House has unblocked the accounts of 7 Twitter users who sued President Trump, but it's appealing a judge'… https://t.co/aS46IucubL",59,@nytimes
-0.4215,Tue Jun 05 17:27:04 +0000 2018,0.746,0.16,0.093,Kate Spade built a brand on the appeal of clothes and accessories that made women smile. She was found dead on Tues… https://t.co/jxOuBFEik6,60,@nytimes
0.0,Tue Jun 05 17:17:03 +0000 2018,1.0,0.0,0.0,"RT @nytopinion: I’d take President Bill Clinton over Donald J. Trump in any role on any day, writes Frank Bruni. But in an honor-starved mo…",61,@nytimes
0.4456,Tue Jun 05 17:07:02 +0000 2018,0.722,0.084,0.195,"RT @NYTMetro: Eight years ago, Gov. Cuomo promised not to collapse under pressure from unions he said had a stranglehold on state politics.…",62,@nytimes
-0.6369,Tue Jun 05 16:53:04 +0000 2018,0.736,0.213,0.05,"Even with all the mayhem in Afghanistan’s long war, the number of children out of school had been falling. Until no… https://t.co/luED2e0v1b",63,@nytimes
0.0,Tue Jun 05 16:42:28 +0000 2018,1.0,0.0,0.0,Kate Spade decided that the handbags were too full of gloppy gewgaws — then she went to design her own. From 1999: https://t.co/K779QDG6c8,64,@nytimes
0.0,Tue Jun 05 16:37:04 +0000 2018,1.0,0.0,0.0,NYT journalists are spread out across California to cover the state's high-stakes primary election. Follow our live… https://t.co/QFbysRJGOU,65,@nytimes
-0.6486,Tue Jun 05 16:28:22 +0000 2018,0.807,0.193,0.0,"Breaking News: Kate Spade, the designer who built a handbag empire, was found dead in her Manhattan apartment after… https://t.co/U8bovTgEiT",66,@nytimes
-0.3818,Tue Jun 05 16:17:03 +0000 2018,0.88,0.12,0.0,"RT @NYTSports: LeBron James has scored 80 points in two games in the NBA finals, and is still losing.  https://t.co/DWIAP28w1P",67,@nytimes
-0.0516,Tue Jun 05 16:07:05 +0000 2018,0.93,0.07,0.0,President Trump touted his accomplishments from his first 500 days in office. We fact-checked his claims. https://t.co/iFQ24m6KjF,68,@nytimes
0.0,Tue Jun 05 15:57:04 +0000 2018,1.0,0.0,0.0,President Trump's chief economic adviser has suggested Trump wants separate deals with Mexico and Canada instead of… https://t.co/sGW7oxXlbo,69,@nytimes
0.0,Tue Jun 05 15:47:04 +0000 2018,1.0,0.0,0.0,It is a staple of prom for a boy to be crowned king and a girl to be crowned queen. But this was not just any prom.… https://t.co/aWjgOBcarI,70,@nytimes
0.7684,Tue Jun 05 15:37:04 +0000 2018,0.75,0.0,0.25,"RT @NYTNational: Latinos make up 34% of California’s adult population, but just 18% of likely voters. Democrats hope that share will grow.…",71,@nytimes
0.0,Tue Jun 05 15:27:57 +0000 2018,1.0,0.0,0.0,"All European Union countries must recognize same-sex marriage, at least in relation to immigration cases, the bloc'… https://t.co/XVx59i3iw7",72,@nytimes
0.0,Tue Jun 05 15:19:45 +0000 2018,1.0,0.0,0.0,RT @Julesm_b: It's Primary day in California and @nytimes has 11 reporters up and down the state. Follow: @adamnagourney @tarangoNYT @jenny…,73,@nytimes
-0.34,Tue Jun 05 15:17:05 +0000 2018,0.888,0.112,0.0,"Despite a warning from one of its owners, the NFL has let itself be baited by President Trump, @el_belson writes: https://t.co/pfFC3jV6cY",74,@nytimes
0.25,Tue Jun 05 15:12:37 +0000 2018,0.882,0.0,0.118,David Koch is stepping down from his political and business interests because of declining health https://t.co/KalPFZ2vdK,75,@nytimes
-0.5106,Tue Jun 05 15:07:08 +0000 2018,0.823,0.177,0.0,RT @nytimesworld: The inner circle of the French president Emmanuel Macron has been struck for the first time by accusations of corruption…,76,@nytimes
0.2247,Tue Jun 05 14:57:05 +0000 2018,0.9,0.0,0.1,"""Of course it has to be led by a man"" he said, ""because it is a very challenging position"" https://t.co/wEKsNe2QPv",77,@nytimes
0.0,Tue Jun 05 14:47:05 +0000 2018,1.0,0.0,0.0,"RT @PatrickKingsley: Having consolidated power at home, Viktor #Orban's proxies are now shoring up his allies across Central and Eastern Eu…",78,@nytimes
0.6369,Tue Jun 05 14:36:04 +0000 2018,0.658,0.0,0.342,Review: Bill Clinton and James Patterson wrote a new novel. It's good. https://t.co/9KfuTdUoLU,79,@nytimes
-0.7964,Tue Jun 05 14:26:03 +0000 2018,0.627,0.299,0.074,"RT @NYTNational: A murder, a dashed dream, conspiracy theories, Trump and, finally, a school: The long history of Robert F. Kennedy's Los A…",80,@nytimes
0.0,Tue Jun 05 14:16:08 +0000 2018,1.0,0.0,0.0,Britain's culture secretary said that 21st Century Fox should be allowed to bid for control of Sky https://t.co/21cL5qHucb,81,@nytimes
-0.8225,Tue Jun 05 13:59:02 +0000 2018,0.556,0.444,0.0,"The Miss America Organization, confronting a harassment scandal, announced that it would scrap the swimsuit portion https://t.co/mvzQOrOLWm",82,@nytimes
0.0,Tue Jun 05 13:50:05 +0000 2018,1.0,0.0,0.0,"Weeks ago, Melania Trump essentially vanished from view. On Monday, she reappeared on the president’s schedule. https://t.co/6ne61DzXkv",83,@nytimes
0.0,Tue Jun 05 13:41:03 +0000 2018,1.0,0.0,0.0,"Iran announced that it had completed a new centrifuge assembly center at the Natanz nuclear site, in a first step t… https://t.co/zz5BMBWSul",84,@nytimes
0.5994,Tue Jun 05 13:30:04 +0000 2018,0.794,0.0,0.206,The primaries in eight states this week might be considered Super Tuesday for female candidates https://t.co/PtK8l2DYKc,85,@nytimes
-0.2023,Tue Jun 05 13:14:05 +0000 2018,0.913,0.087,0.0,The quirks that make the California primary risky for Democrats also make it a leading indicator of the general ele… https://t.co/egrodmyYTI,86,@nytimes
0.0,Tue Jun 05 13:00:12 +0000 2018,1.0,0.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/trGRbMUKu0 https://t.co/TqjMRYfYTV,87,@nytimes
0.7506,Tue Jun 05 12:44:02 +0000 2018,0.67,0.0,0.33,A former Defense Intelligence Agency case officer repeatedly offered to be a double agent for the United States aga… https://t.co/7FIZOLwSEY,88,@nytimes
0.7351,Tue Jun 05 12:30:08 +0000 2018,0.629,0.077,0.294,The U.S. Supreme Court on Monday ruled in favor of a Colorado baker who had refused to create a wedding cake for a… https://t.co/i4EhfqATVe,89,@nytimes
0.4215,Tue Jun 05 12:14:03 +0000 2018,0.726,0.081,0.194,China is anxious to repair its tattered alliance with North Korea and is determined to play a dominant role in any… https://t.co/qQczm6CQVU,90,@nytimes
0.0,Tue Jun 05 12:00:11 +0000 2018,1.0,0.0,0.0,"Your daily @DealBook Briefing:

• Howard Schultz, former Starbucks CEO, just might run for president. 

• Can a pol… https://t.co/ryWB3Ig0XB",91,@nytimes
0.0,Tue Jun 05 11:44:02 +0000 2018,1.0,0.0,0.0,"Prosecutors said that Paul Manafort tried to contact witnesses by phone, through an intermediary and through an enc… https://t.co/d6cF7LUCRl",92,@nytimes
0.0762,Tue Jun 05 11:31:05 +0000 2018,0.903,0.0,0.097,"""It proves that people don't read or pay attention,"" the principal said https://t.co/0zDrqeWlbE",93,@nytimes
-0.34,Tue Jun 05 11:14:03 +0000 2018,0.735,0.167,0.098,How policing idea transplanted from New York City created a generation of young men with criminal records https://t.co/DANZAZ1z7D,94,@nytimes
-0.296,Tue Jun 05 11:00:07 +0000 2018,0.756,0.147,0.097,"President Trump declared in a tweet on Monday that he had ""the absolute right"" to pardon himself for any crime https://t.co/zBDM19cemC",95,@nytimes
-0.6908,Tue Jun 05 10:45:05 +0000 2018,0.817,0.183,0.0,Harvey Weinstein is scheduled to be back in court on Tuesday morning to face an indictment on two counts of rape https://t.co/kCOogm9vsq,96,@nytimes
0.0,Tue Jun 05 10:31:08 +0000 2018,1.0,0.0,0.0,"""It is not part of the job description of an ambassador to interfere in the politics of his guest country,"" the hea… https://t.co/Sb05vBoT4h",97,@nytimes
0.802,Tue Jun 05 10:14:04 +0000 2018,0.66,0.0,0.34,President Trump abruptly called off the White House celebration honoring the Super Bowl-champion Philadelphia Eagle… https://t.co/XbzbDtsFP9,98,@nytimes
0.0,Tue Jun 05 10:00:08 +0000 2018,1.0,0.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/TTxQGrcdm6 https://t.co/sJvQcxd6bp,99,@nytimes
0.0,Tue Jun 05 09:45:00 +0000 2018,1.0,0.0,0.0,"""If Orban had a person on the same wavelength in Slovenia, that would only add to his influence in Europe,"" said a… https://t.co/mnQAgVgJpE",100,@nytimes
